Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"T_BUS3129_L", 0.208, 1,    119.235, -151.8,   0.99289, 2,    119.235,   28.2,   0.99289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3130_L", 0.208, 1,    119.505, -151.7,   0.99514, 2,    119.505,   28.3,   0.99514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3131_L", 0.208, 1,    118.066, -152.2,   0.98316, 2,    118.066,   27.8,   0.98316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3132_L", 0.208, 1,     118.06,  -32.7,   0.98311, 2,     118.06,  147.3,   0.98311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3134_L", 0.208, 1,    117.573,  -32.9,   0.97905, 2,    117.573,  147.1,   0.97905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3135_L", 0.208, 1,    117.622,  -32.7,   0.97945, 2,    117.622,  147.3,   0.97945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3136_L", 0.208, 1,    117.248,  -33.0,   0.97634, 2,    117.248,  147.0,   0.97634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3137_L", 0.208, 1,    117.078,  -33.1,   0.97493, 2,    117.078,  146.9,   0.97493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3138_L", 0.208, 1,    117.456,  -33.0,   0.97808, 2,    117.456,  147.0,   0.97808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3139_L", 0.208, 1,    120.507,  -31.7,    1.0035, 2,    120.507,  148.3,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3141_L", 0.208, 1,    118.124,   87.8,   0.98364, 2,    118.124,  -92.2,   0.98364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3142_L", 0.208, 1,    118.396,   87.9,    0.9859, 2,    118.396,  -92.1,    0.9859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3143_L", 0.208, 1,    117.238,   87.5,   0.97626, 2,    117.238,  -92.5,   0.97626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3144_L", 0.208, 1,    119.955,   88.3,   0.99889, 2,    119.955,  -91.7,   0.99889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3145_L", 0.208, 1,    118.452,   88.0,   0.98637, 2,    118.452,  -92.0,   0.98637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3146_L", 0.208, 1,    118.841,   88.1,   0.98961, 2,    118.841,  -91.9,   0.98961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3147_L", 0.208, 1,    117.886,   87.8,   0.98166, 2,    117.886,  -92.2,   0.98166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3148_L", 0.208, 1,    118.357,   87.8,   0.98558, 2,    118.357,  -92.2,   0.98558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3149_L", 0.208, 1,    118.598,   88.0,   0.98758, 2,    118.598,  -92.0,   0.98758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3150_L", 0.208, 1,    119.998,   88.2,   0.99924, 2,    119.998,  -91.8,   0.99924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3151_L", 0.208, 1,    120.043,   88.2,   0.99962, 2,    120.043,  -91.8,   0.99962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3152_L", 0.208, 1,    119.933,   88.1,   0.99871, 2,    119.933,  -91.9,   0.99871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3153_L", 0.208, 1,     117.31,   87.6,   0.97686, 2,     117.31,  -92.4,   0.97686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3154_L", 0.208, 1,    119.701,   88.0,   0.99677, 2,    119.701,  -92.0,   0.99677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3155_L", 0.208, 1,    119.674,   87.9,   0.99655, 2,    119.674,  -92.1,   0.99655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3157_L", 0.208, 1,    118.388,   87.8,   0.98583, 2,    118.388,  -92.2,   0.98583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3158_L", 0.208, 1,    118.197,   87.7,   0.98425, 2,    118.197,  -92.3,   0.98425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3159_L", 0.208, 1,     118.39,   87.8,   0.98585, 2,     118.39,  -92.2,   0.98585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3160_L", 0.208, 1,    119.618,   87.9,   0.99608, 2,    119.618,  -92.1,   0.99608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3161_L", 0.208, 1,    119.806,   88.1,   0.99764, 2,    119.806,  -91.9,   0.99764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3162_L", 0.208, 1,    119.778,   88.0,   0.99741, 2,    119.778,  -92.0,   0.99741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS_XFMR", 13.8, 1,     7947.3,  -30.6,   0.99747, 2,    7951.78, -150.4,   0.99804, 3,    7956.84,   89.5,   0.99867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
