hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Q3(kvar),P4(kW),Q4(kvar),Name,V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
35,0.0,-3.22729,-1.8531e-12,-3.22729,-1.85378e-12,-3.22729,-1.8531e-12,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
36,0.0,0.00661157,-3.35516e-15,0.00661157,-3.35509e-15,0.00661157,-3.35554e-15,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
37,0.0,-3.05539,-1.32637e-08,-3.05539,-1.32637e-08,-3.05539,-1.32637e-08,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
38,0.0,-9.62494,-1.40507e-09,-9.62494,-1.40507e-09,-9.62494,-1.40507e-09,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
39,0.0,-11.1688,1.14194e-08,-11.1688,1.14194e-08,-11.1688,1.14194e-08,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
41,0.0,3.96361,1.62133e-08,3.96361,1.62133e-08,3.96361,1.62133e-08,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
42,0.0,6.97514,-3.74578e-08,6.97514,-3.74578e-08,6.97514,-3.74578e-08,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
43,0.0,2.90329,1.07614e-09,2.90329,1.07614e-09,2.90329,1.07614e-09,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
44,0.0,3.81816,-2.08183e-10,3.81816,-2.08184e-10,3.81816,-2.08183e-10,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
45,0.0,2.67685,3.05254e-10,2.67685,3.05254e-10,2.67685,3.05255e-10,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
46,0.0,4.04543,-2.92358e-10,4.04543,-2.92358e-10,4.04543,-2.92358e-10,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
47,0.0,3.9413,2.29231e-11,3.9413,2.29236e-11,3.9413,2.29236e-11,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3004,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
62,0.0,-43.5817,8.20783e-08,-43.5919,1.6661e-07,-43.5889,1.22317e-07,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
63,0.0,48.5026,4.08384e-09,48.5138,5.02058e-09,48.5105,-5.93009e-09,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
67,0.0,-8.11414,-1.1372e-05,-8.11683,-6.83659e-06,-8.1159,-1.16576e-05,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
68,0.0,9.03109,2.1908e-06,9.03331,6.88907e-06,9.03269,3.2801e-06,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
80,0.0,-249.045,0.0103389,-250.888,0.00041691,-249.472,0.000184578,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
83,0.0,28.5477,3.80625e-06,28.9469,-5.85829e-06,28.8083,4.39568e-06,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
84,0.0,205.448,0.000187044,207.732,-9.4362e-05,206.162,-0.000298141,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
89,0.0,-138.652,6.88938e-06,-140.24,1.64569e-05,-139.274,1.71829e-06,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
90,0.0,54.2917,7.29899e-05,55.2188,-6.17119e-05,54.7693,-3.58571e-05,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
91,0.0,-84.1244,-1.14986e-05,-85.3692,-1.85251e-05,-84.4653,-3.67152e-05,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
92,0.0,46.1871,-9.05332e-06,46.7933,-2.06754e-05,46.5439,-7.2e-05,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
93,0.0,128.974,4.44849e-05,130.722,1.87451e-05,130.221,0.000123699,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
94,0.0,17.0271,6.16113e-05,17.227,1.14811e-05,17.133,-8.3351e-06,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus3005,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
9,0.0,-15.3649,-0.000386409,-15.3784,-0.000534969,-15.3765,-0.000440863,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
10,0.0,-20.6334,5.83656e-06,-20.6523,5.20316e-06,-20.6533,5.35278e-06,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
11,0.0,-59.2224,3.33304e-05,-59.367,2.0678e-05,-59.326,4.31749e-05,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
12,0.0,-176.17,-0.000468498,-176.768,-0.000568779,-176.833,-0.000495137,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
13,0.0,-186.15,0.00185368,-186.57,0.00140104,-186.667,0.00146604,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
14,0.0,-337.932,0.000625054,-338.24,0.000695009,-338.736,0.000695457,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
15,0.0,-270.096,-0.00103412,-270.706,-0.00127781,-270.679,-0.00139016,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
16,0.0,-154.719,2.51019e-05,-155.079,3.04641e-05,-154.93,2.38589e-05,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
17,0.0,-19.0691,-0.000729085,-19.1143,-0.000697785,-19.0956,-0.000726944,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
33,0.0,-17.567,-9.93331e-08,-17.5656,8.14469e-08,-17.5667,-1.31957e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
34,0.0,-2.22725,-2.95548e-09,-2.22703,4.77676e-09,-2.22719,1.20488e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
35,0.0,-81.1452,5.7875e-08,-81.1358,-8.81964e-08,-81.142,-7.6137e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
36,0.0,-17.352,-2.19155e-09,-17.35,-4.0676e-10,-17.3512,-1.2332e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
37,0.0,-49.0129,-1.18153e-06,-49.0082,1.47309e-06,-49.0113,1.60243e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
38,0.0,-151.052,1.02882e-06,-151.038,-2.47529e-07,-151.046,-3.12315e-06,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
39,0.0,-162.925,-4.60171e-07,-162.909,-1.30975e-06,-162.919,-5.24989e-06,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
40,0.0,-109.868,-1.97735e-06,-109.86,-4.78372e-06,-109.865,3.04756e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
41,0.0,-8.65482,1.65548e-07,-8.65446,4.23035e-07,-8.65472,1.97406e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
57,0.0,-15.134,-2.31351e-08,-15.1331,4.48169e-08,-15.1338,1.21912e-08,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
58,0.0,-118.824,-3.92363e-07,-118.816,3.47854e-08,-118.823,-1.70711e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
