Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"T_BUS3048_L", 0.208, 1,    116.192,  -35.5,   0.96755, 2,    117.723, -154.6,    0.9803, 3,    116.949,   85.3,   0.97385
"T_BUS3049_L", 0.208, 1,    114.576,  -36.0,   0.95409, 2,    116.086, -155.1,   0.96667, 3,    115.322,   84.7,   0.96031
"T_BUS3050_L", 0.208, 1,    115.258,  -35.8,   0.95978, 2,    116.778, -154.9,   0.97243, 3,    116.009,   84.9,   0.96603
"T_BUS3051_L", 0.208, 1,    116.243,  -35.5,   0.96797, 2,    117.775, -154.6,   0.98073, 3,        117,   85.3,   0.97428
"T_BUS3052_L", 0.208, 1,    113.954,  -36.2,   0.94892, 2,    115.457, -155.4,   0.96143, 3,    114.697,   84.5,    0.9551
"T_BUS3054_L", 0.208, 1,    116.529,  -35.3,   0.97036, 2,     117.99, -154.6,   0.98252, 3,    117.533,   85.4,   0.97872
"T_BUS3070_L", 0.208, 1,    115.241,  -36.1,   0.95963, 2,    116.959, -155.0,   0.97394, 3,    115.847,   84.8,   0.96468
"T_BUS3071_L", 0.208, 1,    114.362,  -36.4,   0.95232, 2,    116.067, -155.3,   0.96651, 3,    114.964,   84.5,   0.95732
"T_BUS3072_L", 0.208, 1,    114.545,  -36.3,   0.95383, 2,    116.252, -155.2,   0.96805, 3,    115.147,   84.5,   0.95885
"T_BUS3073_L", 0.208, 1,    114.695,  -36.3,   0.95508, 2,    116.404, -155.2,   0.96932, 3,    115.297,   84.6,    0.9601
"T_BUS3074_L", 0.208, 1,    114.505,  -36.3,    0.9535, 2,    116.212, -155.2,   0.96771, 3,    115.107,   84.5,   0.95851
"T_BUS3077_L", 0.208, 1,    114.575,  -40.2,   0.95409, 2,    116.308, -159.1,   0.96851, 3,    115.152,   80.6,   0.95889
"T_BUS3078_L", 0.208, 1,    115.554,  -36.0,   0.96224, 2,    117.301, -154.9,   0.97679, 3,    116.135,   84.8,   0.96708
"T_BUS3081_L", 0.208, 1,    112.733,  -37.1,   0.93874, 2,    114.536, -155.8,   0.95376, 3,    113.183,   83.8,    0.9425
"BUS_XFMR", 12.47, 1,    7763.03,  -33.4,    1.0783, 2,    7779.91, -152.9,    1.0806, 3,    7789.45,   87.0,    1.0819
